community,tier,post_id,item_id,parent_id,is_post,thread_depth,author,title,body,body_length,has_link,has_code,score,reaction_count,num_replies,created_utc,discussion_number,discussion_title,discussion_category,discussion_state,is_answered,is_accepted_answer,tags,url,date,week,year_week,time_to_first_reply_hrs,replied_within_24h,is_ghost_post,is_first_contribution,author_total_contributions
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4AjtHw,DC_kwDOAARxQc4A8H0n,DC_kwDOAARxQc4A7tP_,False,3,mcornella,,It looks like the prompt function is exiting directly after running: ```sh __git_prompt_git rev-parse --git-dir ``` which is a call to ```sh GIT_OPTIONAL_LOCKS=0 command git rev-parse --git-dir ``` Try checking if that returns an exit status: ``` GIT_OPTIONAL_LOCKS=0 command git rev-parse --git-dir echo $? ```,325,False,True,0,0,0,2026-02-10 19:30:32+00:00,13526,Git Branch Does Not Appear on Prompt on some Mac OS,Help,open,False,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13526#discussioncomment-15760679,2026-02-10,7,2026-W06,16.389722222222222,True,False,False,9
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4Ajluq,D_kwDOAARxQc4Ajluq,,True,1,madpipeline,Where to put the prompt fo terraform workspace?,"https://github.com/ohmyzsh/ohmyzsh/tree/master/plugins/terraform#prompt-function says that in order to use the prompt functions I need to call them from the PROMPT or RPROMPT variables. I've set the variables for this in my `~/.zshrc` after the `source $ZSH/oh-my-zsh.sh`, but this only loads them on a new terminal session, and if I change the Terraform workspace, the prompt doesn't get updated. I conclude that I've placed these variables in the wrong place and somehow I should know where they should go, but I haven't figured that out from the ohmyzsh and terraform plugin readmes. I think I should add those variables in the Theme, but I don't want to change the Theme I'm using, to not have git conflicts on updates. maybe there's a way to add them in custom but I don't know how. Help?",799,True,True,1,1,1,2026-01-10 15:09:26+00:00,13511,Where to put the prompt fo terraform workspace?,Help,answered,True,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13511,2026-01-10,2,2026-W01,17.736944444444443,True,False,True,2
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4Ajluq,DC_kwDOAARxQc4A7AJb,D_kwDOAARxQc4Ajluq,False,2,mcornella,,"It seems like you used double quotes (`""`) instead of single quotes (`'`) to wrap the prompt function call, this is a common issue with shells. With double quotes, the function is called instantly when defining the prompt. With single quotes, the function is called every time the prompt is drawn.",299,False,True,0,0,1,2026-01-11 08:53:39+00:00,13511,Where to put the prompt fo terraform workspace?,Help,answered,True,True,,https://github.com/ohmyzsh/ohmyzsh/discussions/13511#discussioncomment-15467099,2026-01-11,2,2026-W01,17.736944444444443,True,False,False,9
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4Ajluq,DC_kwDOAARxQc4A7BkC,DC_kwDOAARxQc4A7AJb,False,3,madpipeline,,"THank you, this was the fix for me.",35,False,False,0,0,0,2026-01-12 08:06:43+00:00,13511,Where to put the prompt fo terraform workspace?,Help,answered,True,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13511#discussioncomment-15472898,2026-01-12,3,2026-W02,17.736944444444443,True,False,False,2
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4Ajage,D_kwDOAARxQc4Ajage,,True,1,mzannoni,Plugin for nrfutil completion needs explicit .zshrc sourcing,"I want to create a plugin that enables `nrfutil` completion fucntionalities. For reference, `nrfutil` is a tool used with Nordic MCUs, and it comes with a completion aid for `zsh` specifically, as explained [here](https://docs.nordicsemi.com/bundle/nrfutil/page/nrfutil-completion/guides/autocompletion_setup.html). The specific instructions by the tool itself: ``` ❯ nrfutil completion install zsh Add the following to your .zshrc file: # From nrfutil completion install [[ -r ""${HOME}/.nrfutil/share/nrfutil-completion/scripts/zsh/setup.zsh"" ]] && . ""${HOME}/.nrfutil/share/nrfutil-completion/scripts/zsh/setup.zsh"" It should be added before the zsh completion system is initialized in your .zshrc as it adds an entry to the zsh 'fpath' variable. If the zsh completion system is not initialized in your .zshrc file, you need to add initialization code: # Initialize zsh completion system autoload -Uz compinit compinit ``` (I attach an archive with the `zsh` folder mentioned here just above: [nrfutil_zsh.tar.gz](https://github.com/user-attachments/files/24345805/nrfutil_zsh.tar.gz)) Now, if I add the line: ``` [[ -r ""${HOME}/.nrfutil/share/nrfutil-completion/scripts/zsh/setup.zsh"" ]] && . ""${HOME}/.nrfutil/share/nrfutil-completion/scripts/zsh/setup.zsh"" ``` in the `.zshrc` before the `plugins=(...)` statement, it works as expected. However, I want to wrap this into a plugin, for better order and portability. I've made a `nrfutil` folder in `$ZSH_CUSTOM/plugins` and added a file `nrfutil.plugin.zsh` with content: ``` [[ -r ""${HOME}/.nrfutil/share/nrfutil-completion/scripts/zsh/setup.zsh"" ]] && . ""${HOME}/.nrfutil/share/nrfutil-completion/scripts/zsh/setup.zsh"" # Mark _nrfutil completion function for autoloading autoload -Uz _nrfutil ``` then added `nrfutil` to the `plugins=(...)` statement. This works, but only if I explicitly call `source .zshrc` after a `zsh` is started. What am I missing? How can I prevent having to explicitly source `.zshrc` itself again after `zsh` starts?",2064,True,True,1,1,0,2025-12-26 10:04:59+00:00,13490,Plugin for nrfutil completion needs explicit .zshrc sourcing,Help,open,False,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13490,2025-12-26,52,2025-W51,,False,True,True,1
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4AjtHs,D_kwDOAARxQc4AjtHs,,True,1,napsta32,VSCode Copilot fails to start with macOS+ZSH,"### Describe the bug VSCode copilot extension is not working when having ZSH installed and configured as the default Terminal. Everything breaks in the VSCode terminal. I reported the same issue in the VSCode github just in case: https://github.com/microsoft/vscode/issues/284879 ### Steps to reproduce 1. Install ZSH in your computer (https://github.com/ohmyzsh/ohmyzsh). Create a .zshrc, enable zsh as default terminal. 2. Install the Copilot extensions for VSCode 3. Open VSCode ### Expected behavior The Terminal doesn't show any errors. ### Screenshots and recordings Errors that I see in the VSCode Terminal everytime I open it: ```sh (eval):export:1: not valid in this context: Support/Code/User/globalStorage/github.copilot-chat/debugCommand:/Users/xxxxx/Library/Application /Users/xxxxx/.zshrc:177: command not found: jenv nvm:7: command not found: tr nvm:7: command not found: tr jenv:11: command not found: jenv /private/var/folders/fn/njm5yfl15g179qnkb8qtj1qr0000gn/T/xxxxx-code-zsh/.zshrc:143: command not found: sed parse_git_dirty:18: command not found: tail ``` <img width=""1065"" height=""248"" alt=""Image"" src=""https://github.com/user-attachments/assets/eb34a0c3-a233-4016-a03c-8daff0c1d6ed"" /> If I disable all the Copilot extensions, then there is no problem: <img width=""829"" height=""190"" alt=""Image"" src=""https://github.com/user-attachments/assets/9f11861a-d2ca-4ec2-ae44-124b5d0fef4d"" /> ### OS / Linux distribution macOS 26.2 (25C56) ### Zsh version 5.8.1 ### Terminal emulator VSCode Terminal ### If using WSL on Windows, which version of WSL None ### Additional context This issue is not new to Copilot. I remember that if a `path.d` file contained spaces and no quotes were specified, a similar issue appeared (this happened when I installed VMWare). This is a macOS-exclusive problem.",1831,True,True,2,2,4,2025-12-23 17:16:48+00:00,13525,VSCode Copilot fails to start with macOS+ZSH,Help,open,False,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13525,2025-12-23,52,2025-W51,363.19194444444446,False,False,True,1
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4AjtHs,DC_kwDOAARxQc4A7QBk,D_kwDOAARxQc4AjtHs,False,2,valloo-daniel,,Same here,10,False,False,0,0,0,2026-01-07 20:28:19+00:00,13525,VSCode Copilot fails to start with macOS+ZSH,Help,open,False,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13525#discussioncomment-15532132,2026-01-07,2,2026-W01,363.19194444444446,False,False,True,1
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4AjtHs,DC_kwDOAARxQc4A7QBl,D_kwDOAARxQc4AjtHs,False,2,carlosala,,"This looks like an environment-specific issue. Not having `sed`, `tail`, etc is symptomatic. Could you share the output of `echo $path` for that environment?",157,False,True,0,0,0,2026-01-08 10:29:11+00:00,13525,VSCode Copilot fails to start with macOS+ZSH,Help,open,False,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13525#discussioncomment-15532133,2026-01-08,2,2026-W01,363.19194444444446,False,False,False,3
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4AjtHs,DC_kwDOAARxQc4A7QBm,D_kwDOAARxQc4AjtHs,False,2,emcrisostomo,,"I can't reproduce that, and actually, I've been using ZSH as default shell, default terminal in VSCode with Github Copilot (and Codex, and Claude), on at least 2 different macOS versions and 3 different Linux distros and never had any issue. The steps to reproduce are insufficient to reproduce. You mention `path.d`. IIRC that doesn't exist in macOS. macOS has the `path_helper` utility that reads `/etc/paths.d` and at least the latest macOS version apparently correctly treats path items with whitespaces on them. (you can test that by creating entries, then inspecting the output `path_helper -s` and/or inspecting the path entries (e.g.: `print -l ${path}`) > If I disable all the Copilot extensions, then there is no problem: I bet the underlying problem is still there, you just don't see the symptoms. As pointed out, in a stock macOS installation you definitely have `sed`, `tr` and `tail` in the path. Hence, you most likely did something else that changed your environment in a way that fundamentally made those tools inaccessible to the script being executed.",1075,False,True,0,0,0,2026-01-17 13:02:58+00:00,13525,VSCode Copilot fails to start with macOS+ZSH,Help,open,False,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13525#discussioncomment-15532134,2026-01-17,3,2026-W02,363.19194444444446,False,False,True,1
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4AjtHs,DC_kwDOAARxQc4A7QBr,D_kwDOAARxQc4AjtHs,False,2,robbyrussell,,Moved this to a Help discussion as it appears to be user environment specific.,78,False,False,0,0,0,2026-01-18 17:45:18+00:00,13525,VSCode Copilot fails to start with macOS+ZSH,Help,open,False,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13525#discussioncomment-15532139,2026-01-18,3,2026-W02,363.19194444444446,False,False,False,3
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4AjYzE,D_kwDOAARxQc4AjYzE,,True,1,tanj,"ERROR: this script is obsolete, please see git-completion.zsh",I'm getting this error when setting up my environment fresh again. Basically copy/paste over stuff from my old hard drive and hitting this error. This is running in windows git-bash environment with the zsh copied over from an msys2 install. I was up-to-date in my old install and didn't have this issue and it was setup the same way.,341,False,False,1,1,1,2025-12-23 16:35:56+00:00,13488,"ERROR: this script is obsolete, please see git-completion.zsh",Help,open,False,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13488,2025-12-23,52,2025-W51,529.4083333333333,False,False,True,1
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4AjYzE,DC_kwDOAARxQc4A7H22,D_kwDOAARxQc4AjYzE,False,2,mcornella,,"I'd recommend reinstalling Oh My Zsh from scratch, or seeing if `omz update` resolves the issue. This happens in `gitfast` plugin, probably because of an old version or issue when copying the old data.",201,False,True,0,0,0,2026-01-14 18:00:26+00:00,13488,"ERROR: this script is obsolete, please see git-completion.zsh",Help,open,False,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13488#discussioncomment-15498678,2026-01-14,3,2026-W02,529.4083333333333,False,False,False,9
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4AjJ7W,D_kwDOAARxQc4AjJ7W,,True,1,zatie12,How do I display user@host in the title (using the frisk theme),Hello Post title pretty much sums up my question - How do I display user@host in the title (using the frisk theme) Thanks very much,137,False,False,1,1,1,2025-12-06 18:46:28+00:00,13466,How do I display user@host in the title (using the frisk theme),Help,open,False,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13466,2025-12-06,49,2025-W48,111.91805555555555,False,False,True,3
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4AjJ7W,DC_kwDOAARxQc4A6GOw,D_kwDOAARxQc4AjJ7W,False,2,HamzaOutayb,,"# Set the terminal title to user@host precmd() { print -Pn ""\e]0;%n@%m\a"" } %n → your username %m → your hostname \e]0;…\a → escape sequence for the terminal title",175,False,False,0,0,2,2025-12-11 10:41:33+00:00,13466,How do I display user@host in the title (using the frisk theme),Help,open,False,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13466#discussioncomment-15229872,2025-12-11,50,2025-W49,111.91805555555555,False,False,True,1
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4AjJ7W,DC_kwDOAARxQc4A6GUE,DC_kwDOAARxQc4A6GOw,False,3,zatie12,,Thank you very much!,20,False,False,0,0,0,2025-12-11 11:26:45+00:00,13466,How do I display user@host in the title (using the frisk theme),Help,open,False,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13466#discussioncomment-15230212,2025-12-11,50,2025-W49,111.91805555555555,False,False,False,3
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4AjJ7W,DC_kwDOAARxQc4A6LI-,DC_kwDOAARxQc4A6GOw,False,3,zatie12,,It works however it still seems to get overridden after a fraction of a second,78,False,False,0,0,0,2025-12-14 07:33:49+00:00,13466,How do I display user@host in the title (using the frisk theme),Help,open,False,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13466#discussioncomment-15249982,2025-12-14,50,2025-W49,111.91805555555555,False,False,False,3
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4Aij8I,D_kwDOAARxQc4Aij8I,,True,1,arakis,Is oh-my-zsh vulnerable to software side-channel attacks?,"Does oh-my-zsh have any external dependencies? Is it susceptible to side-channel attacks? How strict is the review process for patches? The project has 2.4k+ contributors. How are PRs reviewed in practice? <img width=""326"" height=""173"" alt=""image"" src=""https://github.com/user-attachments/assets/3a01262b-94b8-47cb-87ec-0a44b3b97b3d"" /> Regardless of the current process, is there a way to opt in to a delayed update mechanism? Disabling auto-update is one option, but if I update manually at an unlucky moment, it does not help. I could pin a specific commit, but one of oh-my-zsh’s strengths is its simple install and update flow. An opt-in delayed auto-update could reduce the risk of breakage. Apologies for the many questions. Open-source projects are currently prime targets for supply-chain attacks, and we are all human - often unpaid maintainers and contributors. oh-my-zsh is widely used by power users, sysadmins, and developers who handle highly sensitive credentials - the keys to critical infrastructure. That is why I’m asking.",1054,True,False,1,1,1,2025-10-22 19:45:47+00:00,13384,Is oh-my-zsh vulnerable to software side-channel attacks?,Help,answered,True,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13384,2025-10-22,43,2025-W42,3.9255555555555555,True,False,True,2
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4Aij8I,DC_kwDOAARxQc4A4Smt,D_kwDOAARxQc4Aij8I,False,2,carlosala,,"Every commit in Oh My Zsh is reviewed and merged by either @mcornella, @robbyrussell, or me. There are no other people with merge rights at the moment (2025-10-22), and there are no automated dependency upgrades or anything like that. We take security very seriously. We just participated in [GitHub Secure Open Source Fund](https://resources.github.com/github-secure-open-source-fund/) project and we are applying any finding we discovered during the course (non of them were anything close to critical 🎉) I hope this answers your concerns, feel free to answer if anything else is missing!",592,True,False,0,0,1,2025-10-22 23:41:19+00:00,13384,Is oh-my-zsh vulnerable to software side-channel attacks?,Help,answered,True,True,,https://github.com/ohmyzsh/ohmyzsh/discussions/13384#discussioncomment-14756269,2025-10-22,43,2025-W42,3.9255555555555555,True,False,True,3
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4Aij8I,DC_kwDOAARxQc4A4TZ6,DC_kwDOAARxQc4A4Smt,False,3,arakis,,Thank you very much for this detailed explaination :-),54,False,False,0,0,0,2025-10-23 08:29:04+00:00,13384,Is oh-my-zsh vulnerable to software side-channel attacks?,Help,answered,True,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13384#discussioncomment-14759546,2025-10-23,43,2025-W42,3.9255555555555555,True,False,False,2
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4Aih4W,D_kwDOAARxQc4Aih4W,,True,1,codayon,Why is the `ls` output looking so weird?,"<img width=""947"" height=""130"" alt=""image"" src=""https://github.com/user-attachments/assets/f0c54cfd-4aa6-4cde-97c2-b24b7ef9baf9"" /> its a drive i just mounted, i probably only have the read access right now.",210,True,False,1,1,2,2025-10-20 15:49:08+00:00,13381,Why is the `ls` output looking so weird?,Help,answered,True,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13381,2025-10-20,43,2025-W42,0.415,True,False,True,2
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4Aih4W,DC_kwDOAARxQc4A4Mik,D_kwDOAARxQc4Aih4W,False,2,roeniss,,`ls -la` please,15,False,True,0,0,1,2025-10-20 16:14:02+00:00,13381,Why is the `ls` output looking so weird?,Help,answered,True,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13381#discussioncomment-14731428,2025-10-20,43,2025-W42,0.415,True,False,False,2
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4Aih4W,DC_kwDOAARxQc4A4NfD,DC_kwDOAARxQc4A4Mik,False,3,codayon,,> `ls -la` please It was the same but horizontal,51,False,True,0,0,0,2025-10-21 02:43:14+00:00,13381,Why is the `ls` output looking so weird?,Help,answered,True,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13381#discussioncomment-14735299,2025-10-21,43,2025-W42,0.415,True,False,False,2
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4Aih4W,DC_kwDOAARxQc4A4Zn9,D_kwDOAARxQc4Aih4W,False,2,mcornella,,"The color you see depends on the configuration of `$LS_COLORS` (GNU) or `$LSCOLORS` (BSD-style like macOS), and the attributes of the files or folders (read, write, execute). You can search for that to understand more and find how to tweak it.",244,False,True,0,0,0,2025-10-26 13:53:50+00:00,13381,Why is the `ls` output looking so weird?,Help,answered,True,True,,https://github.com/ohmyzsh/ohmyzsh/discussions/13381#discussioncomment-14785021,2025-10-26,43,2025-W42,0.415,True,False,False,9
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4AiXhs,D_kwDOAARxQc4AiXhs,,True,1,wyatt-wong,"zsh show ""command not found"" for files already in $PATH variable","I have updated to the latest ohmyzsh with version of `master (853680f)`. However I found a strange problem that even I have added some custom paths to the $PATH variable, but when I execute the file or use `which` command, zsh told me `<file> command not found` What maybe causing the problems ? For example: ``` wyattwong➜ ~ export PATH=""~/python:$PATH"" wyattwong➜ ~ echo $PATH ~/python:~/zshscript:/Users/wyattwong/.rbenv/shims:/Users/wyattwong/.pyenv/shims:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin:/opt/X11/bin:/Library/Apple/usr/bin:/Library/TeX/texbin:/Applications/VMware Fusion.app/Contents/Public:/usr/local/share/dotnet:~/.dotnet/tools:/usr/local/go/bin:/Applications/Xamarin Workbooks.app/Contents/SharedSupport/path-bin:/Applications/iTerm.app/Contents/Resources/utilities:/Users/wyattwong/.local/bin wyattwong➜ ~ which build.py build.py not found wyattwong➜ ~ ls -l ~/python/build.py -rwxr-xr-x 1 wyattwong staff 14417 Oct 4 22:51 /Users/wyattwong/python/build.py wyattwong➜ ~ ```",1277,False,True,1,1,2,2025-10-10 16:52:07+00:00,13363,"zsh show ""command not found"" for files already in $PATH variable",Help,answered,True,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13363,2025-10-10,41,2025-W40,112.43861111111111,False,False,True,2
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4AiXhs,DC_kwDOAARxQc4A4BQf,D_kwDOAARxQc4AiXhs,False,2,mcornella,,~ (tilde symbol) is not expanded when inside double or single quotes. You can substitute it with `$HOME` or put it outside of quotes.,134,False,True,0,0,0,2025-10-15 09:18:26+00:00,13363,"zsh show ""command not found"" for files already in $PATH variable",Help,answered,True,True,,https://github.com/ohmyzsh/ohmyzsh/discussions/13363#discussioncomment-14685215,2025-10-15,42,2025-W41,112.43861111111111,False,False,False,9
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4AiXhs,DC_kwDOAARxQc4A4BzT,D_kwDOAARxQc4AiXhs,False,2,wyatt-wong,,Thanks. I was NOT aware that ~ is not expanded inside double or single quotes. Previously I don't use double quotes in `export PATH=` but then I added double quotes to `export PATH=` after reading some online resources. I replaced `~` to `$HOME` to fix the issue in the last few days. Now I revert back to use `~` and remove the double quotes.,343,False,True,0,0,0,2025-10-15 13:08:54+00:00,13363,"zsh show ""command not found"" for files already in $PATH variable",Help,answered,True,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13363#discussioncomment-14687443,2025-10-15,42,2025-W41,112.43861111111111,False,False,False,2
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4AiTPq,D_kwDOAARxQc4AiTPq,,True,1,luizwhite,After last OMZ update my OMZ is incredible slow,"could anyone help me identify whats going on? I already tried to disabled some plugins, but it is omz that is causing the slow. I tried to disable omz, then zsh loaded instantly when opening a new terminal",207,False,False,3,3,2,2025-10-06 11:48:40+00:00,13354,After last OMZ update my OMZ is incredible slow,Help,answered,True,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13354,2025-10-06,41,2025-W40,362.37361111111113,False,False,True,2
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4AiTPq,DC_kwDOAARxQc4A4O4c,D_kwDOAARxQc4AiTPq,False,2,ycqqq,,"I encountered a similar problem. Then I use zprof, I got following results. I found it took too much time when loading .zsh file in the ~/.oh-my-zsh/lib. maybe 200ms each .zsh file ``` # Load all of the lib files in ~/.oh-my-zsh/lib that end in .zsh # TIP: Add files you don't want in git to .gitignore for lib_file (""$ZSH""/lib/*.zsh); do _omz_source ""lib/${lib_file:t}"" done unset lib_file ``` zprof result: ``` num calls time self name ----------------------------------------------------------------------------------- 1) 22 864.64 39.30 95.25% 584.89 26.59 64.43% _omz_source 2) 1 273.32 273.32 30.11% 273.32 273.32 30.11% test-ls-args 3) 2 25.66 12.83 2.83% 25.66 12.83 2.83% compaudit 4) 1 42.98 42.98 4.73% 17.32 17.32 1.91% compinit 5) 1 2.32 2.32 0.26% 2.32 2.32 0.26% regexp-replace 6) 4 1.11 0.28 0.12% 1.11 0.28 0.12% add-zsh-hook 7) 6 1.04 0.17 0.11% 1.04 0.17 0.11% is-at-least 8) 12 0.97 0.08 0.11% 0.97 0.08 0.11% compdef 9) 1 0.93 0.93 0.10% 0.93 0.93 0.10% colors 10) 3 0.07 0.02 0.01% 0.07 0.02 0.01% is_theme 11) 2 0.05 0.02 0.01% 0.05 0.02 0.01% is_plugin 12) 2 0.04 0.02 0.00% 0.04 0.02 0.00% env_default 13) 1 0.03 0.03 0.00% 0.03 0.03 0.00% bashcompinit ----------------------------------------------------------------------------------- 1) 22 864.64 39.30 95.25% 584.89 26.59 64.43% _omz_source 1/1 0.03 0.03 0.00% 0.03 0.03 bashcompinit [13] 2/2 0.04 0.02 0.00% 0.04 0.02 env_default [12] 1/1 0.93 0.93 0.10% 0.93 0.93 colors [9] 12/12 0.97 0.08 0.11% 0.97 0.08 compdef [8] 6/6 1.04 0.17 0.11% 1.04 0.17 is-at-least [7] 4/4 1.11 0.28 0.12% 1.11 0.28 add-zsh-hook [6] 1/1 2.32 2.32 0.26% 2.32 2.32 regexp-replace [5] 1/1 273.32 273.32 30.11% 273.32 273.32 test-ls-args [2] ----------------------------------------------------------------------------------- ```",2662,False,True,0,1,1,2025-10-21 14:11:05+00:00,13354,After last OMZ update my OMZ is incredible slow,Help,answered,True,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13354#discussioncomment-14741020,2025-10-21,43,2025-W42,362.37361111111113,False,False,True,1
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4AiTPq,DC_kwDOAARxQc4A44el,DC_kwDOAARxQc4A4O4c,False,3,mattmc-jtb,,"Oof. `test-ls-args` taking that long is terrible. If you want to speed things up, add a file to $ZSH_CUSTOM/lib/theme-and-appearance.zsh with the following contents: ```zsh # $ZSH_CUSTOM/lib/theme-and-appearance.zsh # Use Oh-My-Zsh theme-and-appearance, but skip the slow parts DISABLE_LS_COLORS=true source $ZSH/lib/theme-and-appearance.zsh DISABLE_LS_COLORS=false # Set whatever coloring you need yourself without the expensive tests. export LSCOLORS=""Gxfxcxdxbxegedabagacad"" export LS_COLORS=""di=1;36:ln=35:so=32:pi=33:ex=31:bd=34;46:cd=34;43:su=30;41:sg=30;46:tw=30;42:ow=30;43"" alias ls='ls --color=auto' ```",630,False,True,0,0,0,2025-11-08 16:48:11+00:00,13354,After last OMZ update my OMZ is incredible slow,Help,answered,True,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13354#discussioncomment-14911397,2025-11-08,45,2025-W44,362.37361111111113,False,False,False,2
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4AiTPq,DC_kwDOAARxQc4A4bkr,D_kwDOAARxQc4AiTPq,False,2,luizwhite,,"Found the issue Somehow `nvm` got reeeeally slow with some update of omz or zsh , dont know Changed to `fnm`, solved the issue completely",141,False,True,0,0,0,2025-10-27 12:23:01+00:00,13354,After last OMZ update my OMZ is incredible slow,Help,answered,True,True,,https://github.com/ohmyzsh/ohmyzsh/discussions/13354#discussioncomment-14793003,2025-10-27,44,2025-W43,362.37361111111113,False,False,False,2
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4Ah-7a,D_kwDOAARxQc4Ah-7a,,True,1,MrMarvel,How to install external plugins globally?,Hi. I want to install X plugin so I downloaded it. Where do I need to put X plugin folder to globally (for machine) (for every user) install plugin so `plugins=(X)` will find it?,179,False,True,1,1,1,2025-09-16 21:17:56+00:00,13308,How to install external plugins globally?,Help,open,False,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13308,2025-09-16,38,2025-W37,1267.266388888889,False,False,True,1
ohmyzsh/ohmyzsh,popular,D_kwDOAARxQc4Ah-7a,DC_kwDOAARxQc4A44dw,D_kwDOAARxQc4Ah-7a,False,2,mattmc-jtb,,"`$ZSH_CUSTOM/plugins` is the typical location. If you haven't set `ZSH_CUSTOM`, then that defaults to `$ZSH/custom`. `$ZSH` is the location where you installed Oh-My-Zsh (~/.oh-my-zsh).",185,False,True,0,0,0,2025-11-08 16:33:55+00:00,13308,How to install external plugins globally?,Help,open,False,False,,https://github.com/ohmyzsh/ohmyzsh/discussions/13308#discussioncomment-14911344,2025-11-08,45,2025-W44,1267.266388888889,False,False,True,2
